"","EWS.T1","EWS.T2","EWS.T3","EWS.T4","EWS.T6","EWS.T7","EWS.T9","EWS.T11","EWS.T12","EWS.T13","EWS.T14","EWS.T15","EWS.T19","EWS.C8","EWS.C3","EWS.C2","EWS.C4","EWS.C6","EWS.C9","EWS.C7","EWS.C1","EWS.C11","EWS.C10","BL.C5","BL.C6","BL.C7","BL.C8","BL.C1","BL.C2","BL.C3","BL.C4","NB.C1","NB.C2","NB.C3","NB.C6","NB.C12","NB.C7","NB.C4","NB.C5","NB.C10","NB.C11","NB.C9","NB.C8","RMS.C4","RMS.C3","RMS.C9","RMS.C2","RMS.C5","RMS.C6","RMS.C7","RMS.C8","RMS.C10","RMS.C11","RMS.T1","RMS.T4","RMS.T2","RMS.T6","RMS.T7","RMS.T8","RMS.T5","RMS.T9","RMS.T3","RMS.T10","RMS.T11"
"1199",1.199,1.3222,0.6086,0.5031,0.5895,0.8021,1.0212,1.0656,0.8334,0.5522,1.0963,0.8527,1.2128,1.3283,1.1581,0.8336,0.6937,1.5376,1.4609,2.074,0.4879,0.4461,1.0332,2.1732,1.7599,1.7662,2.0501,1.4063,1.231,1.2461,1.1878,0.8477,0.9495,1.1228,1.4253,1.8016,0.7739,0.5723,1.6472,1.7355,1.3793,1.9577,2.4007,0.9407,1.201,1.2431,0.931,2.523,1.6342,2.3766,0.8465,3.0591,0.8835,0.9604,0.8715,0.5305,1.0592,0.4693,0.842,0.6655,1.1592,0.3561,1.0422,1.2887
"1200",0.0618,0.6219,0.3627,4.9498,0.4914,0.2692,0.2968,0.2905,0.2111,0.2017,0.1674,0.1477,0.2022,0.4268,0.2306,0.2344,0.354,0.3346,0.2944,0.291,0.0887,0.3884,0.3517,0.4018,0.8383,0.4475,0.3706,0.1864,0.193,0.136,0.1824,0.2833,0.2237,0.3062,0.2367,0.3367,0.2451,0.3195,0.5771,0.3641,0.2078,0.4202,0.463,0.2321,0.412,0.49,0.2561,0.4066,0.9681,1.3172,0.3149,0.5746,0.1334,0.2278,0.204,0.2579,0.1611,0.2766,0.1347,0.404,0.2341,0.5084,0.1085,0.2319
"1201",0.1721,0.1977,0.289,0.3908,0.2354,0.2124,0.3056,0.4266,0.1451,0.9198,0.2253,0.2182,0.3094,0.2028,0.0754,0.0845,0.0703,0.1195,0.1109,0.2243,0.0274,0.102,0.1324,0.1727,0.1476,0.147,0.1397,0.0931,0.1035,0.0947,0.1293,0.1082,0.1821,0.2528,0.1112,0.1846,0.0792,0.1259,0.2007,0.1331,0.2206,0.1326,0.1487,1.0627,0.4409,0.3689,1.2354,0.2622,1.1621,0.1006,0.2026,0.1751,0.0932,0.8216,2.1667,0.3125,0.3933,1.4259,2.8292,0.7304,0.6125,0.1723,0.2997,1.2402
"1202",0.3934,0.5649,0.7287,1.285,0.9105,0.5155,0.6804,0.4276,0.5375,0.5956,0.3799,0.5406,0.2688,0.981,0.5691,0.5745,0.8578,0.536,0.5214,0.6076,0.3194,0.6527,0.6008,0.4512,0.7469,0.5077,0.4571,0.3461,0.4386,0.4345,0.5362,0.7019,0.649,0.4991,0.3794,0.3954,0.7645,0.3521,0.7815,0.6409,0.6971,0.5387,0.4032,0.1397,0.6588,0.6763,1.5035,0.5326,0.3852,0.473,1.7596,0.535,0.7915,0.8562,0.5233,1.5065,0.2983,0.1124,0.4139,0.6732,0.4322,1.0788,0.7843,0.3074
"1203",0.5677,1.2615,0.6559,1.6684,1.5385,0.6227,0.7579,1.2242,0.8451,0.8816,0.554,1.1064,0.5814,0.8035,0.5945,1.1143,1.4599,0.7655,0.7677,1.1686,1.1973,0.7531,0.877,0.6281,0.9487,0.4768,0.574,0.8774,0.6897,0.9641,0.9542,1.3378,1.868,1.8483,1.5749,1.7969,1.5548,0.7525,1.8331,1.9863,3.2498,1.6922,1.5521,0.4113,2.573,2.5217,1.5126,1.5874,0.7698,2.1655,3.0395,1.9922,2.4948,0.9355,0.97,1.4756,0.8035,0.1203,1.6889,1.8811,1.5027,1.436,1.929,0.664
"1204",0.2917,0.3103,0.2008,0.3366,0.1489,0.1663,0.5246,0.2423,0.1143,0.1461,0.0982,0.1149,0.1855,0.131,0.4054,0.4836,0.28,0.1681,0.1629,0.264,0.0833,0.3354,0.1904,1.1404,1.2422,0.7753,0.4946,0.2628,0.0935,0.2002,0.659,0.2411,1.1137,0.7193,0.5369,0.3312,1.1784,0.2986,0.5286,0.1376,0.3203,0.553,0.3655,0.2405,0.4154,0.2428,0.2427,0.7207,0.3551,0.6448,0.3552,0.2722,0.5189,0.3016,0.4021,0.2421,0.2256,0.1845,0.2115,0.3211,0.3347,0.2446,0.1081,0.2637
"1205",0.1941,0.2513,0.2053,0.1648,0.917,0.5067,1.0531,0.5177,1.0788,0.5469,0.8212,0.7797,0.3923,1.2929,0.2583,0.5019,0.44,1.6693,1.5772,1.0326,0.2458,1.2019,1.3332,0.3908,0.9076,0.7362,0.8187,0.2701,0.3188,0.3259,0.4664,0.543,0.2702,0.3004,0.4337,0.8332,0.4,0.5532,1.1482,0.8422,0.9845,0.7224,0.5301,0.124,1.5825,1.8835,0.5662,1.0943,0.4244,1.25,0.6621,0.6687,0.3796,0.2643,0.2038,0.2429,0.1079,0.1016,0.6211,1.2165,0.6507,0.0803,0.9033,0.601
"1206",0.2068,0.2382,0.2235,0.2766,0.2431,0.1996,0.5515,0.2822,0.1908,0.237,0.1518,0.2848,0.2397,0.2363,0.1694,0.2029,0.1526,0.1997,0.1794,0.2318,0.0434,0.1299,0.1954,1.1416,1.3686,0.8337,0.2829,0.4378,0.1632,0.4199,1.4987,0.1901,0.2399,0.3723,0.2046,0.2998,0.27,0.4655,0.3863,0.4986,0.2613,0.2251,0.2281,0.2618,0.4281,0.2635,0.2364,0.2731,0.5559,0.3681,0.7074,0.1317,0.5251,0.2381,0.543,0.213,0.139,0.422,0.4867,0.428,0.4188,0.1791,0.1678,0.2113
"1207",0.4454,0.7601,0.3951,0.3909,0.493,0.3895,0.4775,0.3797,0.4889,0.8278,0.7442,1.0904,0.5914,1.0746,0.3015,0.4713,0.1445,0.3496,0.3124,0.5153,0.196,0.7193,0.8301,0.5148,0.3147,0.3489,0.496,0.1301,0.1024,0.1891,0.3135,0.2851,1.2626,0.7582,0.5861,0.208,1.3186,0.4471,0.7011,0.8192,0.8423,0.4236,1.0621,2.788,2.0205,2.8882,3.1422,0.8852,2.1242,0.776,1.3559,1.0922,0.9779,1.6207,1.1313,1.8912,0.9904,1.7241,1.8008,1.6278,0.8827,0.568,1.3437,2.8454
"1208",0.2793,0.4614,1.7452,4.6333,0.9885,0.2502,0.9858,0.3069,0.2572,0.4637,0.3832,0.273,0.3574,0.2307,2.0152,0.6965,0.5556,0.2228,0.2223,1.0006,0.1674,0.2914,0.3854,0.2271,0.3424,0.09,0.0817,0.1447,0.1668,0.0999,0.2123,0.3853,0.4543,0.2173,0.6812,0.8501,0.9678,0.2373,0.3377,0.2422,0.5187,0.5827,0.5562,0.5335,0.6321,0.8512,1.4384,0.5249,0.9666,0.8648,2.5727,0.8836,0.6033,0.5841,0.6594,1.8631,0.5981,1.0103,0.4749,0.9219,1.551,0.3738,0.5804,0.2211
"1209",0.3246,0.3561,0.2823,0.7172,0.6074,0.3899,0.2712,0.431,0.3627,0.4542,0.4501,0.3108,0.3545,0.6394,0.5819,0.7116,0.2942,0.5243,0.496,0.5771,0.1481,0.4458,0.8367,1.1663,1.5855,0.9812,0.9801,0.7827,0.5334,0.2782,0.6673,0.4656,0.5421,0.5574,0.4346,0.6308,0.3913,0.502,1.3107,0.6225,0.4831,0.7124,0.5789,0.6212,0.6344,1.29,0.4671,0.7533,0.7856,0.6988,0.3684,0.6173,0.5317,0.2621,0.2509,0.1918,0.3163,0.3799,0.2014,0.4678,0.6562,0.1984,0.4193,0.6001
"1210",0.3465,0.376,0.7348,0.4972,0.5054,0.4292,0.7894,0.4273,0.3098,0.692,0.2289,0.3054,0.3458,0.135,0.1405,0.2056,0.5664,0.2294,0.2138,0.125,0.1821,0.2989,0.1242,0.1093,0.0654,0.1178,0.0982,0.0807,0.0914,0.1024,0.1785,0.3352,0.3228,0.2538,0.1664,0.1306,0.2301,0.3284,0.1693,0.1264,0.2406,0.218,0.0783,0.3609,0.4618,0.1541,0.1545,0.1476,0.2796,0.0956,0.2515,0.0693,0.3963,0.4013,0.3589,0.3306,0.2912,0.6887,0.2557,0.4689,0.5129,0.369,0.2358,0.4313
"1211",0.2306,1.3126,0.3511,1.1856,0.6712,0.2666,0.6462,0.3988,0.3051,0.3185,0.3188,0.3288,0.3437,0.236,0.6925,0.7391,0.9174,0.303,0.2824,0.4046,1.0543,0.2172,0.1551,0.7034,0.533,1.1756,0.573,0.794,0.6544,0.6646,0.9189,1.3296,1.0256,0.6093,0.9922,0.7353,0.7423,1.4755,0.6955,1.1573,0.852,0.9284,0.5973,0.6912,0.5603,0.0683,0.3331,0.5164,1.38,0.5002,2.1708,0.4711,0.8026,1.1519,0.4425,1.3371,0.6397,0.4067,0.3016,0.525,0.3451,1.8096,0.249,0.181
"1212",0.156,0.2159,0.3917,0.2636,1.298,0.3124,0.607,0.8952,0.2637,0.7027,0.2628,0.5861,0.3455,0.1003,0.1534,0.1812,0.3542,0.169,0.156,0.1509,0.2433,0.0906,0.0833,0.2593,0.5192,0.5816,0.6763,0.4739,0.1557,0.3749,0.8646,0.4373,0.2352,0.4048,0.2082,0.2014,0.202,0.613,0.4729,0.189,0.3012,0.3281,0.0284,0.3698,0.4387,0.104,0.1837,0.5412,0.2743,0.2503,0.4047,0.2256,0.471,0.5606,0.3576,0.2362,0.3858,0.5549,0.475,0.4329,0.8059,0.356,0.4519,0.6751
"1213",0.5861,2.2652,0.7724,1.1109,0.5877,0.6049,0.658,0.4733,0.4554,0.5078,0.6043,0.2739,0.4885,0.2844,1.1812,1.4558,2.4857,0.3918,0.3562,0.3951,2.2159,0.553,0.2734,1.6397,0.9288,2.2852,1.7944,3.7948,1.845,2.8698,1.9049,2.364,0.6666,0.319,1.7236,1.1137,1.8797,1.4332,0.4487,1.1325,0.9608,0.7614,1.1484,0.7448,0.7496,0.1488,0.6258,0.6325,0.8639,0.7547,2.3548,0.5573,1.4732,1.4256,0.9582,1.6456,1.3899,0.5289,0.535,0.8725,0.5608,2.4454,0.1192,0.4259
"1214",0.3366,0.5775,0.4625,0.3282,0.7066,0.429,0.6828,0.368,0.4212,0.3679,0.5615,0.2735,0.1222,0.5876,0.6111,0.5205,1.0239,0.6008,0.5836,0.3438,0.4368,0.7356,0.5163,0.2869,0.492,0.436,0.4616,0.776,0.4959,0.3861,0.8054,1.2046,0.2295,0.3109,0.1843,0.2287,0.1411,0.4046,0.3441,0.7207,0.4402,0.169,0.2926,0.0463,0.814,0.6416,0.2464,0.4423,0.2663,0.4733,0.7027,0.144,0.6398,0.6148,0.8374,0.4688,0.1008,0.2297,0.6245,0.4509,0.3989,0.5197,0.4845,0.7133
"1215",0.4248,0.3307,0.6075,0.9993,0.5241,0.5757,0.7078,0.2925,0.1978,0.2094,0.1914,0.2948,0.2512,0.1762,0.4981,0.4725,0.3519,0.2431,0.223,0.3937,0.2838,0.2684,0.2107,0.5045,0.4808,0.8522,0.5037,0.5048,0.4302,0.7519,0.8081,0.4924,0.5084,0.5269,0.7101,0.6767,0.4252,0.9524,0.5153,0.5257,0.4792,0.5171,0.8821,0.3212,0.3173,0.1884,0.258,0.2687,0.6807,0.5008,0.4424,0.3807,0.4007,0.3155,0.2617,0.2997,0.2136,0.2163,0.1509,0.3321,0.3277,1.9822,0.1717,0.1758
"1216",0.3713,0.2718,0.2911,0.4746,0.6996,0.676,0.324,0.4694,0.5085,0.5413,0.5175,0.3386,0.5701,0.2301,0.5329,0.6518,0.4366,0.2889,0.2731,0.3286,0.3643,0.3605,0.2318,0.7614,0.7486,0.9121,0.524,0.5591,0.4739,0.4055,0.5021,0.1149,0.7216,0.5541,0.6738,0.3004,0.9346,0.526,0.9384,0.4391,0.6741,0.4257,0.3082,0.4905,0.8891,0.2852,0.369,0.5361,0.3638,0.761,0.3334,0.8853,0.7117,0.394,0.274,0.2931,0.6275,0.2804,0.3381,0.4158,0.7221,0.3069,0.2919,0.5578
"1217",0.6588,1.1439,1.2094,1.329,0.6412,0.6131,1.009,0.7944,0.4644,1.3541,0.6057,0.7649,0.6664,0.9637,0.7901,1.2023,1.5601,0.5834,0.5871,0.7615,1.4048,1.9792,1.3217,0.9001,0.3609,0.6185,0.6701,0.705,0.8175,0.954,0.7629,1.5864,1.3029,0.638,1.5992,0.8955,1.6035,1.3898,0.7234,1.8997,1.3246,1.5905,0.9075,2.2554,1.1933,0.7419,2.4751,0.7966,1.6974,1.1729,3.1454,1.125,1.5084,1.6541,1.131,1.6759,2.2316,0.9553,1.8317,0.9337,1.0093,2.8647,1.3247,2.4093
"1218",0.5293,1.0563,0.8794,0.9556,0.6065,0.2995,0.3653,0.6108,0.5574,0.3825,0.2886,0.2054,0.4825,0.1064,0.7204,1.2815,1.3294,0.331,0.3203,0.3544,2.4453,0.432,0.1317,1.347,0.6772,0.9189,0.9132,1.1992,0.7244,1.5642,1.0995,1.7182,0.3838,0.3978,1.0807,0.6646,0.3664,1.422,0.4236,0.7139,0.7511,0.975,0.3896,1.6342,0.4758,0.0832,0.2797,0.8865,0.7803,0.2605,1.7642,0.4155,0.7832,1.5816,0.7175,1.4423,1.0014,0.4473,0.3849,0.4738,0.3343,1.9672,0.4579,0.4617
"1219",0.9147,2.1855,1.6335,4.3456,1.1341,0.8121,1.063,1.4263,0.948,0.7774,0.5533,0.4737,1.1567,0.5369,1.9787,2.7574,1.921,0.7021,0.636,0.4657,3.7301,1.2939,0.331,1.5929,0.8466,0.7169,1.1529,1.8118,1.0401,1.7008,1.0571,2.2699,1.3523,0.9371,2.0313,0.9222,1.9745,1.6241,0.4075,1.6544,1.3104,1.6135,0.9797,2.2455,1.0308,0.4269,1.6616,0.9889,1.5742,0.6884,2.3938,1.155,2.0886,2.2821,1.4002,3.1899,1.9981,1.2926,1.2024,0.7424,1.0083,4.567,1.295,1.9287
"1220",0.1975,0.4779,0.317,0.5453,0.376,0.1455,0.3953,0.2427,0.1378,0.2502,0.2678,0.1518,0.3905,0.2731,0.1716,0.2124,0.2533,0.2132,0.1993,0.2617,0.2668,0.1558,0.1588,0.1333,0.2372,0.1623,0.2577,0.1441,0.1249,0.2739,0.2236,0.1293,0.547,0.4442,0.1331,0.1084,0.3484,0.1851,0.2866,0.1854,0.0677,0.1416,0.0932,0.2662,0.8096,0.3682,0.1944,0.4428,0.2128,0.6962,0.582,0.5037,0.5904,0.8146,0.5565,1.0034,0.0954,0.1067,0.3395,1.0125,1.0546,0.6802,0.1886,0.4268
"1221",0.3597,1.1782,0.6738,0.4156,0.386,0.5534,0.5855,0.7555,0.4269,0.4951,0.2887,0.2392,0.6669,0.4302,0.6171,0.5106,1.0207,0.5165,0.5105,0.2353,1.076,1.2126,0.4528,0.3394,0.3871,0.3537,0.2245,0.4239,0.7262,0.4655,0.5208,0.3204,0.2828,0.2642,0.1825,0.1352,0.1882,0.2932,0.122,0.4253,0.1749,0.1273,0.1077,0.4507,0.4339,0.2424,0.2332,0.263,0.694,0.1346,0.7794,0.0964,0.3778,0.5667,0.4121,0.7208,0.3395,0.2099,0.2503,0.4545,0.4722,0.8879,0.5314,0.6098
"1222",2.3737,1.4765,3.0569,7.7667,2.9628,3.0712,1.1602,1.6322,1.9858,1.259,1.8903,1.5523,0.2495,0.1616,2.6584,2.3234,2.9719,0.4797,0.4848,0.84,2.6157,0.3856,0.3982,0.9791,1.6702,0.9064,1.3343,1.7471,2.1037,3.2233,3.5149,2.1617,0.5843,0.5007,0.5125,1.0548,0.527,1.6758,0.6834,0.9208,0.5552,0.5785,0.312,0.286,0.3234,0.1625,0.2899,0.8506,0.6686,0.9043,2.8445,0.3268,2.4834,2.5082,1.0166,3.1041,0.6863,0.7881,1.4134,0.6488,0.5717,2.3556,1.1128,1.3009
"1223",2.356,0.6433,1.1892,0.4457,1.843,1.2113,0.823,1.5079,4.1398,0.6946,1.5901,1.2428,3.4228,1.7331,0.1715,0.995,0.5656,0.6072,0.5781,0.8668,0.2255,0.2553,0.4225,0.6041,1.8796,0.1837,3.0225,1.0802,0.1511,0.1465,0.6061,0.9935,3.4529,0.6194,1.9158,0.7725,3.7844,0.8203,1.3504,0.9661,1.3942,2.7,0.9346,1.4419,1.0051,0.8155,0.5238,3.8071,1.1842,0.7273,0.7899,1.2928,0.6829,1.2739,0.5208,0.6287,0.8534,0.4399,1.0557,1.021,1.1937,0.6128,0.7618,4.6674
"1224",2.0455,1.7298,0.8504,0.7039,0.9167,0.9937,0.7859,1.2364,1.4144,0.9561,1.879,1.7634,1.432,1.6306,1.3388,0.7777,0.9041,1.2805,1.2067,1.8587,0.5148,0.6934,0.7873,1.3474,1.72,1.8091,2.6709,2.4172,1.4455,2.3035,1.656,0.9153,1.8028,1.4257,1.5818,1.3159,1.8074,0.6128,1.61,1.966,1.6704,2.0106,2.5198,1.0875,1.3858,1.1445,1.0026,1.1607,1.371,0.6757,0.8355,1.3168,1.0164,1.2852,1.0766,0.5066,1.2954,0.9953,0.6124,0.5361,1.2532,0.3167,0.983,3.9629
"1225",0.1839,0.2343,0.2462,0.3156,0.1281,0.1552,0.316,0.38,0.138,0.706,0.2075,0.1465,0.2798,0.0921,0.1201,0.047,0.0555,0.0975,0.0936,1.1563,0.01,0.0336,0.0543,0.1505,0.1219,0.0565,0.1061,0.0882,0.1091,0.0618,0.0828,0.1169,0.4585,0.5575,0.249,0.7899,0.67,0.3887,0.3646,0.1085,1.5666,2.3013,0.0977,0.095,0.2584,0.244,0.1603,0.1505,0.1575,0.2063,0.316,0.1827,0.0645,0.1959,0.5191,0.2256,1.7694,0.5769,0.8011,0.7689,4.0362,0.1292,1.4669,0.8886
"1226",0.3966,0.4051,0.3952,0.2963,0.2714,0.2326,0.7253,0.3307,0.2024,0.2687,0.144,0.1631,0.1906,0.7511,0.2905,0.5704,0.2876,0.6132,0.5763,0.5843,0.1356,0.5295,0.6934,0.1026,0.238,0.1057,0.2114,0.079,0.0993,0.115,0.2502,0.2408,0.1809,0.3291,0.2617,0.321,0.1519,0.2552,0.2165,0.6655,0.0881,0.1408,0.2015,0.3423,0.2961,0.2621,0.2644,0.1449,0.5213,0.1634,0.2148,0.0193,0.3393,0.1921,0.3947,0.2034,0.1286,0.2054,0.2265,0.3479,0.3495,0.1469,0.22,0.301
"1227",0.7081,0.541,0.5061,0.8804,0.1809,1.2721,1.7468,1.2394,0.1399,0.2125,0.2556,0.2925,0.948,5.3702,3.554,0.1711,0.2333,2.007,1.663,4.519,2.8684,2.7461,3.3132,0.3301,0.1537,0.1379,0.2142,0.0994,0.1352,0.1103,0.1699,0.4167,0.1854,3.474,0.1716,0.852,0.1277,0.2355,0.6327,2.0298,0.6934,0.4441,0.2843,0.2031,0.4866,0.4848,0.3096,0.3079,0.3399,0.2663,0.0898,0.2089,0.1026,0.1285,0.1978,0.1758,0.4507,0.3547,0.4848,0.4214,1.733,0.476,2.6788,2.0085
"1228",0.3664,0.5453,0.2002,0.3438,0.2868,0.3013,0.4908,0.5152,0.4108,0.1944,0.2844,0.1592,0.4311,0.3121,0.4593,0.7412,0.3206,0.1936,0.1758,0.6239,0.2727,0.124,0.2488,0.9515,0.5447,0.6542,0.4404,0.3578,0.2324,0.2873,0.4538,0.249,0.5152,0.4079,0.5162,0.6618,0.7667,0.4974,0.7459,0.6783,0.7104,0.5166,0.6657,0.5939,0.7328,0.2531,0.5371,0.8159,0.7219,0.7464,0.4559,1.0838,0.7546,0.3585,0.4183,0.3113,0.3473,0.3675,0.3713,0.3776,0.6961,0.2372,0.3738,0.751
"1229",1.4245,2.0306,2.3393,1.5462,1.1339,1.6894,2.598,1.3076,1.2591,1.6947,1.4709,1.372,0.9163,3.9492,2.7265,2.14,2.3324,2.8362,2.8766,2.2571,2.478,2.1845,2.8726,1.5499,2.469,2.7562,1.7013,1.6112,3.0305,2.4085,2.1738,3.9245,1.7947,1.658,1.293,1.523,1.1106,1.8968,2.8639,1.9394,1.5659,1.5343,1.3114,1.7635,0.9198,1.5002,1.3153,1.6044,1.7094,1.3564,3.516,0.7434,1.4458,2.0721,1.3843,3.5049,3.1742,0.9187,1.5648,1.757,1.1312,3.0648,4.3046,2.5892
"1230",0.3775,0.4186,0.4186,0.6035,0.32,0.4797,0.4597,0.5379,0.3169,0.3478,0.6812,0.4346,0.4537,0.5935,0.3717,0.5147,0.2015,0.5002,0.4902,0.7675,0.1667,0.3386,0.5777,0.923,0.7301,0.96,0.9453,0.4162,0.5795,0.6664,0.8361,0.1888,0.5998,0.4901,0.4832,0.6597,0.6145,0.4552,0.9032,0.4812,0.7556,0.6766,0.4633,0.6184,0.5682,0.5768,0.5452,0.7552,0.6908,0.6883,0.351,0.5566,0.4939,0.2599,0.344,0.2314,0.3189,0.3623,0.2589,0.547,0.7068,0.2258,0.3931,0.4915
"1231",0.2447,0.2741,0.3207,0.2354,0.41,0.6415,0.5651,0.3991,0.4291,0.6504,0.7097,0.4834,0.4719,0.252,0.1881,0.1843,0.2178,0.2302,0.2081,0.3496,0.1025,0.3056,0.316,0.4629,0.4731,0.4602,0.249,0.2124,0.2716,0.2311,0.3535,0.1243,0.3709,0.3885,0.4239,0.1734,0.3693,0.3333,0.3574,0.3578,0.3888,0.2064,0.1275,0.3815,0.6746,0.4522,0.274,0.4852,0.3444,0.7625,0.282,0.5655,0.3232,0.194,0.1891,0.2816,0.4259,0.3867,0.2772,0.5931,1.1654,0.4434,0.2636,0.3357
"1232",0.5316,0.5376,0.7285,0.7688,0.4964,0.8843,0.5577,0.5447,0.7778,0.341,0.5824,0.6024,0.5505,0.1737,0.3453,0.304,0.2946,0.3259,0.3012,0.2918,0.2483,0.3176,0.2882,0.3708,0.6906,0.5358,0.3628,0.4091,0.3171,0.5377,0.6376,0.4129,0.309,0.8835,0.6268,0.3384,0.2194,0.9648,1.0921,0.4252,0.5401,0.6599,4.6209,0.6905,0.8899,0.4514,0.2581,0.7867,0.6028,0.6839,0.4711,0.882,0.4436,0.6725,0.3287,0.3379,0.4895,0.3983,0.2888,0.4688,0.6291,0.2911,0.3989,0.4359
"1233",0.9534,1.0946,1.1361,0.3182,0.6832,0.9074,0.7787,1.3122,1.4424,0.8607,0.7963,0.7843,1.0229,1.4873,1.1301,0.8478,0.6059,2.1292,2.049,0.9087,0.5721,1.5634,1.4411,0.7351,0.5225,0.8782,0.8597,0.8773,0.5488,0.5999,0.4878,0.3896,0.7866,1.3792,0.8977,0.7757,0.8339,0.8942,0.6592,0.9999,0.8907,0.9051,0.798,1.1486,0.5454,0.539,1.4015,0.8275,1.2568,0.9847,0.2765,0.9899,0.4088,0.5925,0.8526,0.8604,0.8212,1.7879,0.595,0.7572,0.498,0.895,0.6371,0.2326
"1234",0.0861,0.3131,0.3836,0.3514,0.3659,0.1791,0.3983,0.2186,0.1337,0.1371,0.2177,0.1427,0.2652,0.1736,0.4337,0.1396,0.4504,0.1797,0.1682,0.199,0.1206,0.1419,0.1105,0.2535,0.2815,0.1791,0.1815,0.1199,0.2271,0.1145,0.3042,0.1528,0.1709,0.2332,0.084,0.0728,0.0688,0.1512,0.214,0.1033,0.0381,0.1038,0.1463,0.0122,0.643,0.1751,0.0987,0.1759,0.0671,0.1511,0.6493,0.0947,0.3538,0.209,0.2121,0.3695,0.0174,0.1009,0.0649,0.3811,0.7161,0.2582,0.235,0.6024
"1235",0.428,1.9158,1.6423,0.3474,1.0667,0.8771,0.8952,0.4599,0.5777,0.7228,0.718,0.2727,2.0332,0.3346,0.6296,0.4877,0.9335,0.7514,0.6991,0.3347,1.6363,0.6959,0.2133,0.3223,0.1703,0.2153,0.1966,0.1335,0.1634,0.1458,0.2917,2.4901,0.2242,0.2945,0.255,0.2945,0.1682,0.4035,0.362,0.3466,0.1263,0.1247,0.2272,1.2695,1.1123,0.2291,0.3045,0.3955,0.8755,0.1205,1.7669,0.06,1.0536,0.7598,0.5032,1.083,2.9024,0.2617,0.932,0.5011,0.8863,2.2336,0.9255,1.4589
"1236",0.1679,1.0364,0.3005,0.2656,0.2725,0.4519,0.2111,0.2596,0.1456,0.3371,0.2463,0.2109,0.9225,0.1224,0.1243,0.1125,0.1503,0.198,0.1851,0.1238,0.0709,0.2164,0.2685,0.1082,0.115,0.1333,0.0908,0.1244,0.1254,0.1694,0.1608,0.0925,0.1702,0.2108,0.1324,0.1399,0.1095,0.216,0.2039,0.1127,0.1284,0.0895,0.0482,0.9989,0.7961,0.2768,0.6746,0.3767,0.3492,0.1819,0.1162,0.188,0.2231,0.2342,0.4122,0.3192,0.327,2.1091,0.3101,0.3557,0.5322,0.5008,0.1625,0.1479
"1237",0.4595,0.5983,0.206,0.1678,0.9886,1.3143,1.1881,0.4467,0.4376,1.4504,0.4514,0.5525,0.475,0.2502,0.6131,0.7759,0.3735,0.4923,0.474,1.7314,0.1766,0.905,0.4305,0.2133,0.2244,0.1056,0.0687,0.1529,0.1808,0.1002,0.1699,0.8004,0.208,0.214,0.4463,1.0933,0.5115,1.538,0.6715,1.3488,1.0893,0.2184,0.3223,1.1413,0.817,0.444,0.5169,0.5857,0.9148,0.8906,1.2058,0.1184,0.6103,0.4939,1.0409,0.6098,3.6464,0.6281,2.271,0.6552,1.1731,0.2482,1.2796,3.5628
"1238",0.1105,0.1826,0.1787,0.1398,0.1348,0.0608,0.1869,0.2045,0.1434,0.1717,0.1316,0.0859,0.4367,0.1224,0.0398,0.0319,0.1352,0.1403,0.138,0.2263,0.0049,0.0832,0.0665,0.2165,0.0819,0.0732,0.1204,0.1281,0.1225,0.1244,0.1055,0.377,0.2851,0.1123,0.5209,0.2518,0.1932,0.3163,0.2837,0.446,0.0918,0.1356,0.0958,0.1396,0.3407,0.1399,0.1694,0.1517,0.2743,0.2089,0.7971,0.0844,0.4196,0.0921,0.2744,0.19,0.2634,0.1403,0.1403,0.4031,0.5562,0.1592,0.252,0.1917
"1239",1.224,1.2415,0.8369,0.2395,0.8742,0.6894,0.8623,1.2854,1.4124,0.7739,0.6007,1.0134,0.1217,1.5415,2.0251,1.6272,0.6602,1.4251,1.4099,1.1866,0.5938,1.9862,1.9883,1.047,0.8063,0.5923,0.5561,1.0559,1.599,0.8887,0.57,0.9786,1.3111,0.9293,1.4221,2.1564,1.2098,1.4818,0.9358,2.4347,1.9425,1.238,0.6059,0.5904,0.6071,0.8714,2.1995,0.8004,1.6063,1.5443,1.3427,0.7228,1.2855,0.8193,0.939,0.6947,0.5357,0.7319,1.0061,0.8488,0.8853,0.4809,0.9093,1.84
"1240",0.6901,0.4783,0.322,0.1732,0.4461,0.3088,0.5535,0.3547,0.3393,0.6938,0.5787,0.3816,0.274,0.3163,0.5781,0.2693,0.397,0.5421,0.5359,0.2752,0.2425,0.9908,0.4864,0.3606,0.2785,0.1489,0.2424,0.2298,0.7198,0.3611,0.3253,0.657,0.4262,0.3032,0.3335,0.2496,0.2242,0.5188,0.3778,0.2758,0.4831,0.2492,0.1576,0.0164,0.2873,0.2022,0.1919,0.2892,0.3277,0.161,0.4254,0.0324,0.4084,0.3013,0.5505,0.3583,0.2372,0.3115,0.6755,0.4252,0.6332,0.179,1.0305,0.5352
